Device   : cuda
Schedule : linear
Save dir : /root/NoiseSchedule/checkpoints_repaint_linear
Model parameters : 14,957,958
Epoch    1/300 | train=0.03932 | val=0.00766
Epoch    2/300 | train=0.00614 | val=0.00529
Epoch    3/300 | train=0.00543 | val=0.00659
Epoch    4/300 | train=0.00481 | val=0.00511
Epoch    5/300 | train=0.00443 | val=0.00402
Epoch    6/300 | train=0.00434 | val=0.00333
Epoch    7/300 | train=0.00409 | val=0.00356
Epoch    8/300 | train=0.00394 | val=0.00417
Epoch    9/300 | train=0.00399 | val=0.00353
Epoch   10/300 | train=0.00368 | val=0.00358
Epoch   11/300 | train=0.00347 | val=0.00359
Epoch   12/300 | train=0.00339 | val=0.00359
Epoch   13/300 | train=0.00321 | val=0.00287
Epoch   14/300 | train=0.00327 | val=0.00355
Epoch   15/300 | train=0.00365 | val=0.00353
Epoch   16/300 | train=0.00325 | val=0.00269
Epoch   17/300 | train=0.00316 | val=0.00371
Epoch   18/300 | train=0.00310 | val=0.00351
Epoch   19/300 | train=0.00304 | val=0.00302
Epoch   20/300 | train=0.00298 | val=0.00300
Epoch   21/300 | train=0.00293 | val=0.00297
Epoch   22/300 | train=0.00287 | val=0.00314
Epoch   23/300 | train=0.00321 | val=0.00344
Epoch   24/300 | train=0.00308 | val=0.00346
Epoch   25/300 | train=0.00287 | val=0.00304
Epoch   26/300 | train=0.00295 | val=0.00260
Epoch   27/300 | train=0.00309 | val=0.00302
Epoch   28/300 | train=0.00302 | val=0.00277
Epoch   29/300 | train=0.00282 | val=0.00290
Epoch   30/300 | train=0.00255 | val=0.00305
Epoch   31/300 | train=0.00282 | val=0.00287
Epoch   32/300 | train=0.00293 | val=0.00273
Epoch   33/300 | train=0.00277 | val=0.00260
Epoch   34/300 | train=0.00275 | val=0.00311
Epoch   35/300 | train=0.00282 | val=0.00251
Epoch   36/300 | train=0.00269 | val=0.00243
Epoch   37/300 | train=0.00269 | val=0.00320
Epoch   38/300 | train=0.00270 | val=0.00247
Epoch   39/300 | train=0.00293 | val=0.00287
Epoch   40/300 | train=0.00281 | val=0.00274
Epoch   41/300 | train=0.00265 | val=0.00304
Epoch   42/300 | train=0.00259 | val=0.00269
Epoch   43/300 | train=0.00249 | val=0.00269
Epoch   44/300 | train=0.00285 | val=0.00305
Epoch   45/300 | train=0.00274 | val=0.00231
Epoch   46/300 | train=0.00277 | val=0.00320
Epoch   47/300 | train=0.00268 | val=0.00233
Epoch   48/300 | train=0.00266 | val=0.00251
Epoch   49/300 | train=0.00234 | val=0.00253
Epoch   50/300 | train=0.00233 | val=0.00246
Epoch   51/300 | train=0.00238 | val=0.00248
Epoch   52/300 | train=0.00257 | val=0.00257
Epoch   53/300 | train=0.00260 | val=0.00233
Epoch   54/300 | train=0.00223 | val=0.00245
Epoch   55/300 | train=0.00240 | val=0.00232
Epoch   56/300 | train=0.00244 | val=0.00230
Epoch   57/300 | train=0.00228 | val=0.00229
Epoch   58/300 | train=0.00225 | val=0.00270
