Device   : cuda
Schedule : quadratic
Save dir : /root/NoiseSchedule/checkpoints_repaint_quadratic
Model parameters : 14,957,958
Epoch    1/300 | train=0.03902 | val=0.01090
Epoch    2/300 | train=0.00847 | val=0.00668
Epoch    3/300 | train=0.00811 | val=0.00737
Epoch    4/300 | train=0.00635 | val=0.00618
Epoch    5/300 | train=0.00643 | val=0.00605
Epoch    6/300 | train=0.00597 | val=0.00599
Epoch    7/300 | train=0.00612 | val=0.00497
Epoch    8/300 | train=0.00581 | val=0.00479
Epoch    9/300 | train=0.00530 | val=0.00561
Epoch   10/300 | train=0.00492 | val=0.00505
Epoch   11/300 | train=0.00506 | val=0.00567
Epoch   12/300 | train=0.00511 | val=0.00467
Epoch   13/300 | train=0.00529 | val=0.00544
Epoch   14/300 | train=0.00523 | val=0.00484
Epoch   15/300 | train=0.00490 | val=0.00449
Epoch   16/300 | train=0.00491 | val=0.00494
Epoch   17/300 | train=0.00495 | val=0.00575
Epoch   18/300 | train=0.00489 | val=0.00473
Epoch   19/300 | train=0.00452 | val=0.00508
Epoch   20/300 | train=0.00484 | val=0.00536
Epoch   21/300 | train=0.00437 | val=0.00433
Epoch   22/300 | train=0.00449 | val=0.00516
Epoch   23/300 | train=0.00428 | val=0.00465
Epoch   24/300 | train=0.00434 | val=0.00658
Epoch   25/300 | train=0.00471 | val=0.00470
Epoch   26/300 | train=0.00481 | val=0.00510
Epoch   27/300 | train=0.00426 | val=0.00408
Epoch   28/300 | train=0.00455 | val=0.00429
Epoch   29/300 | train=0.00430 | val=0.00425
Epoch   30/300 | train=0.00452 | val=0.00404
Epoch   31/300 | train=0.00438 | val=0.00417
Epoch   32/300 | train=0.00397 | val=0.00467
Epoch   33/300 | train=0.00419 | val=0.00469
Epoch   34/300 | train=0.00415 | val=0.00410
Epoch   35/300 | train=0.00416 | val=0.00443
Epoch   36/300 | train=0.00434 | val=0.00419
Epoch   37/300 | train=0.00420 | val=0.00412
Epoch   38/300 | train=0.00445 | val=0.00378
Epoch   39/300 | train=0.00410 | val=0.00399
Epoch   40/300 | train=0.00396 | val=0.00456
Epoch   41/300 | train=0.00424 | val=0.00424
Epoch   42/300 | train=0.00394 | val=0.00457
Epoch   43/300 | train=0.00416 | val=0.00434
Epoch   44/300 | train=0.00417 | val=0.00389
Epoch   45/300 | train=0.00391 | val=0.00352
