seed,test_idx,RePaint_r=10_rmse,RePaint_r=10_time,RePaint_r=1_rmse,RePaint_r=1_time,DPS_z=0.5_rmse,DPS_z=0.5_time,DPS_z=0.04_rmse,DPS_z=0.04_time,RD_r=1_z=0.5_rmse,RD_r=1_z=0.5_time,RD_r=1_z=0.04_rmse,RD_r=1_z=0.04_time
602,602,0.17676588892936707,8.411667028005468,0.2728535532951355,0.8462165420060046,0.17281372845172882,3.1064140159869567,0.08632717281579971,3.064761724002892,0.1296239197254181,3.261098866001703,0.13867051899433136,3.249505169020267
609,609,0.08781203627586365,8.057279699016362,0.10396645963191986,0.7827946089964826,0.05258261412382126,2.968532481987495,0.08027207851409912,3.0077051799744368,0.05024205520749092,3.0645073560008314,0.054289285093545914,3.100373305991525
616,616,0.047255031764507294,7.90140066499589,0.10244855284690857,0.7777809929975774,0.04077940434217453,3.043583012011368,0.06441277265548706,3.13988496499951,0.06251665949821472,3.087617451004917,0.040232088416814804,2.455395794007927
623,623,0.12372634559869766,8.433584180020262,0.15082712471485138,0.8224435570009518,0.1799527108669281,2.554580405994784,0.08443031460046768,3.106077809992712,0.14324361085891724,3.086358411994297,0.06085166707634926,3.0249700249987654
630,630,0.10703504085540771,8.09898918599356,0.17653408646583557,0.7852001689898316,0.11446879059076309,3.0715408340038266,0.05498245730996132,3.0842232609866187,0.07830512523651123,3.098764847993152,0.04101225733757019,2.940724905987736
637,637,0.06913122534751892,8.04425589099992,0.11663120985031128,0.7860793470172212,0.14785045385360718,2.9860810690151993,0.12101566791534424,3.111782570980722,0.1280060112476349,3.211471302987775,0.18777479231357574,3.1425204440020025
644,644,0.1946018934249878,8.233238752000034,0.13219089806079865,0.8158938639971893,0.06951640546321869,3.060839401994599,0.07504622638225555,3.1002341370040085,0.06719815731048584,3.108777564979391,0.07176974415779114,3.1430302480002865
651,651,0.08739341050386429,8.072670961992117,0.13060231506824493,0.793098946014652,0.10795330256223679,3.0477314930176362,0.0421673022210598,3.155407344980631,0.12071949243545532,3.1808846660132986,0.06920693069696426,3.209431505005341
658,658,0.10400620102882385,8.202562328981003,0.06419625878334045,0.7827143509930465,0.06489824503660202,3.1173810609907378,0.0729440376162529,3.1600478230102453,0.07090091705322266,3.097000242996728,0.07536634057760239,3.1229601520171855
665,665,0.10741323977708817,7.909161968011176,0.09321676194667816,0.7707814380119089,0.24159789085388184,3.0674870350048877,0.10282551497220993,3.1189192669990007,0.20047755539417267,3.1530265049950685,0.07768712937831879,3.145115268009249
672,672,0.050524089485406876,7.8962110959982965,0.0601767972111702,0.7804460370098241,0.24883034825325012,3.0675751749949995,0.06863988935947418,3.160111349017825,0.2198886275291443,2.9538111989968456,0.03004482202231884,2.3558015689777676
679,679,0.05324561893939972,7.843595951999305,0.08492177724838257,0.7739619790227152,0.06407352536916733,2.2514258139999583,0.05249146372079849,2.632384989003185,0.08390432596206665,3.1585317729914095,0.04833923280239105,3.1623822660185397
686,686,0.08106487989425659,8.444496972981142,0.14805668592453003,0.8204344440018758,0.18787714838981628,3.0514357079809997,0.09662429988384247,2.592800606013043,0.13810090720653534,2.276109719998203,0.08909832686185837,2.9514081059896853
693,693,0.12251613289117813,8.28128212102456,0.1268852800130844,0.816350950015476,0.18971669673919678,2.998550783988321,0.08784376084804535,3.0852777730033267,0.18741481006145477,3.0698828659951687,0.054289743304252625,3.0020245510095265
