epoch,timestamp_utc,train_loss,val_loss
384,2026-06-12T00:01:06.716524+00:00,0.0026400775,0.0061847443
385,2026-06-12T00:02:16.007983+00:00,0.0028492412,0.0054498468
386,2026-06-12T00:03:25.269916+00:00,0.0028426845,0.0051686453
387,2026-06-12T00:04:34.686353+00:00,0.0027941873,0.0050632459
388,2026-06-12T00:05:44.038122+00:00,0.0029157014,0.0052518020
389,2026-06-12T00:06:53.382739+00:00,0.0026390417,0.0047890292
390,2026-06-12T00:08:02.615634+00:00,0.0026456914,0.0056623279
391,2026-06-12T00:09:11.847491+00:00,0.0030573575,0.0051479630
392,2026-06-12T00:10:21.221977+00:00,0.0028194779,0.0056768934
393,2026-06-12T00:11:30.464358+00:00,0.0028691694,0.0056223856
394,2026-06-12T00:12:39.852941+00:00,0.0028573748,0.0055791968
395,2026-06-12T00:13:49.174051+00:00,0.0026952114,0.0058221586
396,2026-06-12T00:14:58.503885+00:00,0.0027933477,0.0053205456
397,2026-06-12T00:16:07.852863+00:00,0.0028419726,0.0052841643
398,2026-06-12T00:17:17.205406+00:00,0.0027521057,0.0053545295
399,2026-06-12T00:18:26.619702+00:00,0.0029906051,0.0050398036
400,2026-06-12T00:19:35.955841+00:00,0.0030830287,0.0057490393
