epoch,train_loss,val_loss,lr,elapsed_s
207,0.010956,0.010744,1.91e-04,131.3
208,0.009648,0.008391,1.91e-04,131.3
209,0.010136,0.009024,1.91e-04,131.5
210,0.010114,0.009685,1.91e-04,131.3
211,0.010042,0.010100,1.90e-04,131.3
212,0.009717,0.010154,1.90e-04,131.2
213,0.010051,0.010671,1.90e-04,131.3
214,0.010158,0.011170,1.90e-04,131.4
215,0.009983,0.009889,1.90e-04,131.4
216,0.010412,0.008756,1.90e-04,131.3
217,0.010078,0.009878,1.90e-04,131.3
218,0.010092,0.010830,1.90e-04,131.4
219,0.009416,0.009348,1.90e-04,131.4
220,0.009456,0.010156,1.90e-04,131.4
221,0.010188,0.010232,1.90e-04,131.4
222,0.008492,0.010221,1.89e-04,131.4
223,0.009771,0.009253,1.89e-04,131.4
224,0.009177,0.010338,1.89e-04,131.3
225,0.008916,0.010021,1.89e-04,131.4
226,0.009571,0.008426,1.89e-04,131.4
227,0.009480,0.009985,1.89e-04,131.4
228,0.009293,0.009733,1.89e-04,131.3
229,0.010014,0.008841,1.89e-04,131.4
230,0.010057,0.009757,1.89e-04,131.4
231,0.009685,0.009176,1.89e-04,131.4
232,0.009873,0.010887,1.89e-04,131.5
233,0.009507,0.009005,1.88e-04,131.3
234,0.009663,0.009021,1.88e-04,131.3
235,0.009202,0.007617,1.88e-04,131.4
236,0.009203,0.009448,1.88e-04,131.6
237,0.009789,0.010243,1.88e-04,131.4
238,0.009544,0.010211,1.88e-04,131.4
239,0.009435,0.009951,1.88e-04,131.4
240,0.010206,0.009011,1.88e-04,131.4
241,0.009316,0.010449,1.88e-04,131.3
242,0.009386,0.010312,1.88e-04,131.4
243,0.009364,0.011607,1.87e-04,131.3
244,0.009337,0.009571,1.87e-04,131.3
245,0.009766,0.010147,1.87e-04,131.3
246,0.009814,0.010226,1.87e-04,131.3
247,0.009466,0.008506,1.87e-04,131.3
248,0.010017,0.010230,1.87e-04,131.3
249,0.009298,0.009086,1.87e-04,131.3
250,0.009371,0.010573,1.87e-04,131.4
251,0.008840,0.009194,1.87e-04,131.3
252,0.008762,0.008480,1.87e-04,131.3
253,0.009904,0.009590,1.86e-04,131.3
254,0.008787,0.009364,1.86e-04,131.3
255,0.008964,0.010412,1.86e-04,131.3
256,0.009761,0.009568,1.86e-04,131.4
257,0.009670,0.009371,1.86e-04,131.5
258,0.008498,0.009794,1.86e-04,131.5
259,0.008823,0.009253,1.86e-04,131.5
260,0.010022,0.009530,1.86e-04,131.5
261,0.009946,0.009687,1.86e-04,131.3
262,0.008490,0.010996,1.85e-04,131.3
263,0.008714,0.009357,1.85e-04,131.4
264,0.008865,0.010223,1.85e-04,131.4
265,0.009129,0.009403,1.85e-04,131.4
266,0.009038,0.008515,1.85e-04,131.4
267,0.009189,0.009021,1.85e-04,131.3
268,0.009671,0.009800,1.85e-04,131.3
269,0.008633,0.010598,1.85e-04,131.4
270,0.010043,0.010932,1.85e-04,131.4
271,0.008507,0.009020,1.84e-04,131.3
272,0.009040,0.009342,1.84e-04,131.5
273,0.009214,0.009007,1.84e-04,131.4
274,0.008885,0.010472,1.84e-04,131.4
275,0.008905,0.009606,1.84e-04,131.3
276,0.009201,0.007957,1.84e-04,131.4
277,0.009650,0.009397,1.84e-04,131.3
278,0.008911,0.009975,1.84e-04,131.2
279,0.008942,0.008629,1.84e-04,131.3
280,0.008797,0.009223,1.83e-04,131.4
281,0.009059,0.008659,1.83e-04,131.3
282,0.008995,0.008936,1.83e-04,131.3
283,0.008743,0.009119,1.83e-04,131.4
284,0.009049,0.009959,1.83e-04,131.4
285,0.008518,0.008639,1.83e-04,131.4
286,0.009343,0.009417,1.83e-04,131.4
287,0.009041,0.011252,1.83e-04,131.4
288,0.008296,0.009072,1.83e-04,131.4
289,0.009356,0.008221,1.82e-04,131.3
290,0.008332,0.009741,1.82e-04,131.4
291,0.008844,0.009273,1.82e-04,131.4
292,0.009063,0.009191,1.82e-04,131.4
293,0.009032,0.009868,1.82e-04,131.4
294,0.009053,0.008942,1.82e-04,131.3
295,0.009556,0.009434,1.82e-04,131.3
296,0.009284,0.008400,1.82e-04,131.4
297,0.008493,0.009309,1.81e-04,131.3
298,0.009279,0.010805,1.81e-04,131.4
299,0.008966,0.009870,1.81e-04,131.4
300,0.008446,0.009406,1.81e-04,131.4
301,0.009022,0.009025,1.81e-04,131.4
302,0.009071,0.009225,1.81e-04,131.5
303,0.009306,0.009303,1.81e-04,131.4
304,0.009025,0.009253,1.81e-04,131.4
305,0.009228,0.009877,1.80e-04,131.4
306,0.009355,0.009249,1.80e-04,131.4
307,0.008979,0.008077,1.80e-04,131.4
308,0.008369,0.008954,1.80e-04,131.3
309,0.008903,0.008802,1.80e-04,131.4
310,0.008191,0.010292,1.80e-04,131.4
311,0.008441,0.008673,1.80e-04,131.3
312,0.008986,0.008955,1.80e-04,131.3
313,0.008644,0.008101,1.79e-04,131.4
314,0.009011,0.008953,1.79e-04,131.4
315,0.007955,0.007767,1.79e-04,131.2
316,0.008643,0.009058,1.79e-04,131.4
317,0.008712,0.009563,1.79e-04,131.3
318,0.008902,0.009569,1.79e-04,131.4
319,0.008854,0.007383,1.79e-04,131.4
320,0.008911,0.007542,1.79e-04,131.4
321,0.008379,0.009712,1.78e-04,131.3
322,0.008771,0.008753,1.78e-04,131.4
323,0.008864,0.008800,1.78e-04,131.3
324,0.008689,0.009114,1.78e-04,131.4
325,0.007810,0.008757,1.78e-04,131.4
326,0.008313,0.009165,1.78e-04,131.4
327,0.007675,0.009242,1.78e-04,131.3
328,0.008144,0.008612,1.78e-04,131.3
329,0.008621,0.010802,1.77e-04,131.3
330,0.008561,0.009479,1.77e-04,131.3
331,0.008839,0.010109,1.77e-04,131.3
332,0.007932,0.008455,1.77e-04,131.3
333,0.008074,0.008133,1.77e-04,131.3
334,0.008604,0.009060,1.77e-04,131.3
335,0.008414,0.008727,1.77e-04,131.4
336,0.008820,0.009224,1.76e-04,131.3
337,0.009336,0.009583,1.76e-04,131.4
338,0.008592,0.009807,1.76e-04,131.4
339,0.008850,0.009493,1.76e-04,131.4
340,0.008336,0.009302,1.76e-04,131.4
341,0.008529,0.008169,1.76e-04,131.3
342,0.008907,0.008967,1.76e-04,131.3
343,0.008361,0.008921,1.76e-04,131.3
344,0.007929,0.009013,1.75e-04,131.4
345,0.008893,0.011000,1.75e-04,131.3
346,0.008140,0.009494,1.75e-04,131.3
347,0.008668,0.009136,1.75e-04,131.3
348,0.009427,0.008892,1.75e-04,131.3
349,0.007865,0.007781,1.75e-04,131.3
350,0.008449,0.009814,1.75e-04,131.3
351,0.008510,0.008764,1.74e-04,131.3
352,0.008489,0.008325,1.74e-04,131.3
353,0.008805,0.007618,1.74e-04,131.3
354,0.008585,0.007577,1.74e-04,131.3
355,0.008415,0.007988,1.74e-04,131.3
356,0.008028,0.007998,1.74e-04,131.3
357,0.008324,0.007703,1.74e-04,131.3
358,0.008013,0.008972,1.73e-04,131.4
359,0.007990,0.009588,1.73e-04,131.3
360,0.008327,0.009427,1.73e-04,131.3
361,0.008858,0.008089,1.73e-04,131.4
362,0.007986,0.009292,1.73e-04,131.4
363,0.008134,0.009018,1.73e-04,131.4
364,0.008454,0.009207,1.73e-04,131.4
365,0.008720,0.007809,1.72e-04,131.4
366,0.008862,0.008715,1.72e-04,131.4
367,0.008286,0.007368,1.72e-04,131.4
368,0.007893,0.007793,1.72e-04,131.5
369,0.008661,0.008283,1.72e-04,131.4
370,0.008285,0.009521,1.72e-04,131.4
371,0.008190,0.009096,1.72e-04,131.4
372,0.008456,0.008685,1.71e-04,131.4
373,0.008189,0.007860,1.71e-04,131.3
374,0.007387,0.008813,1.71e-04,131.4
375,0.008243,0.009685,1.71e-04,131.4
376,0.008094,0.009122,1.71e-04,131.5
377,0.008232,0.007656,1.71e-04,131.3
378,0.008498,0.008963,1.71e-04,131.3
379,0.008783,0.008330,1.70e-04,131.4
380,0.007555,0.008239,1.70e-04,131.3
381,0.008132,0.008962,1.70e-04,131.4
382,0.008626,0.008717,1.70e-04,131.4
383,0.007838,0.008132,1.70e-04,131.4
384,0.008472,0.008078,1.70e-04,131.4
385,0.008352,0.008785,1.70e-04,131.3
386,0.008025,0.008395,1.69e-04,131.4
387,0.008236,0.007984,1.69e-04,131.3
388,0.007625,0.008124,1.69e-04,131.4
389,0.007677,0.008004,1.69e-04,131.3
390,0.007504,0.008878,1.69e-04,131.4
391,0.008188,0.008033,1.69e-04,131.3
392,0.008009,0.008609,1.68e-04,131.4
393,0.008391,0.009318,1.68e-04,131.4
394,0.008143,0.008238,1.68e-04,131.4
395,0.007933,0.008833,1.68e-04,131.4
396,0.008477,0.007962,1.68e-04,131.4
397,0.008278,0.009137,1.68e-04,131.3
398,0.008011,0.008026,1.68e-04,131.4
399,0.007169,0.007883,1.67e-04,131.4
400,0.007909,0.008615,1.67e-04,131.3
401,0.008360,0.007651,1.67e-04,131.5
401,0.007054,0.006898,1.40e-04,133.0
401,0.008861,0.009748,1.40e-04,139.4
402,0.009485,0.007410,1.40e-04,139.2
403,0.009617,0.008498,1.40e-04,139.2
404,0.008592,0.009439,1.39e-04,139.2
405,0.007837,0.008733,1.39e-04,192.9
406,0.009007,0.009783,1.39e-04,146.7
407,0.008188,0.010713,1.39e-04,148.1
408,0.008425,0.008437,1.39e-04,139.4
409,0.008125,0.008102,1.39e-04,140.4
410,0.008186,0.010166,1.39e-04,139.1
411,0.007670,0.009113,1.38e-04,139.1
412,0.008736,0.009815,1.38e-04,139.2
413,0.008545,0.008734,1.38e-04,139.2
414,0.007735,0.007705,1.38e-04,139.2
415,0.008420,0.008877,1.38e-04,139.2
416,0.009013,0.008396,1.38e-04,139.4
417,0.008442,0.009455,1.38e-04,139.1
418,0.007993,0.008007,1.38e-04,139.1
419,0.008480,0.007773,1.37e-04,139.2
420,0.007959,0.007982,1.37e-04,139.3
421,0.008087,0.008120,1.37e-04,200.4
422,0.008482,0.008908,1.37e-04,139.0
423,0.007892,0.008692,1.37e-04,213.9
424,0.008279,0.008053,1.37e-04,217.6
425,0.008193,0.010461,1.37e-04,138.7
426,0.008532,0.008007,1.36e-04,138.9
427,0.008443,0.008260,1.36e-04,138.9
428,0.008427,0.008880,1.36e-04,138.9
429,0.008924,0.008743,1.36e-04,138.9
430,0.008352,0.008964,1.36e-04,138.8
431,0.007395,0.007838,1.36e-04,138.9
432,0.008433,0.009445,1.36e-04,138.9
433,0.007857,0.007750,1.36e-04,138.8
434,0.008315,0.008891,1.35e-04,138.8
435,0.008243,0.007725,1.35e-04,138.9
436,0.009009,0.008805,1.35e-04,138.9
437,0.008065,0.008139,1.35e-04,139.1
438,0.008806,0.007914,1.35e-04,139.8
439,0.008826,0.009772,1.35e-04,138.9
440,0.007978,0.008184,1.35e-04,139.0
441,0.007978,0.008131,1.34e-04,138.9
442,0.008200,0.008030,1.34e-04,138.9
443,0.008708,0.007071,1.34e-04,138.8
444,0.007770,0.009981,1.34e-04,139.0
445,0.007930,0.009569,1.34e-04,138.9
446,0.008036,0.007668,1.34e-04,139.1
447,0.007914,0.008723,1.34e-04,138.9
448,0.007745,0.009447,1.33e-04,138.9
449,0.008056,0.006827,1.33e-04,138.9
450,0.008176,0.008539,1.33e-04,139.2
451,0.008100,0.007889,1.33e-04,138.9
452,0.008504,0.008130,1.33e-04,139.0
453,0.007952,0.008976,1.33e-04,139.2
454,0.007945,0.009084,1.33e-04,139.2
455,0.008339,0.009036,1.32e-04,139.2
456,0.008141,0.008304,1.32e-04,139.3
457,0.007872,0.008262,1.32e-04,139.6
458,0.007978,0.007934,1.32e-04,139.7
459,0.007766,0.008338,1.32e-04,139.4
460,0.007630,0.007216,1.32e-04,139.5
461,0.008100,0.010010,1.32e-04,139.2
462,0.009130,0.009071,1.31e-04,139.2
463,0.007650,0.009708,1.31e-04,138.9
464,0.007718,0.008535,1.31e-04,139.1
465,0.007971,0.008118,1.31e-04,139.0
466,0.007920,0.008336,1.31e-04,138.9
467,0.008246,0.006973,1.31e-04,139.0
468,0.007971,0.007944,1.31e-04,139.0
469,0.007485,0.007031,1.30e-04,139.1
470,0.008715,0.009063,1.30e-04,139.0
471,0.007843,0.010041,1.30e-04,139.0
472,0.007932,0.008006,1.30e-04,138.9
473,0.007946,0.007518,1.30e-04,138.9
474,0.008044,0.007759,1.30e-04,139.0
475,0.008313,0.006858,1.30e-04,139.0
476,0.007577,0.008222,1.29e-04,138.9
477,0.007910,0.007975,1.29e-04,138.9
478,0.008083,0.008027,1.29e-04,139.0
479,0.007885,0.008832,1.29e-04,139.0
480,0.007474,0.007352,1.29e-04,139.0
481,0.007299,0.008412,1.29e-04,139.0
482,0.007855,0.008743,1.29e-04,139.2
483,0.008055,0.009106,1.28e-04,139.1
484,0.007763,0.007850,1.28e-04,148.0
485,0.007660,0.007816,1.28e-04,138.9
486,0.008287,0.007393,1.28e-04,139.2
487,0.008007,0.009022,1.28e-04,138.8
488,0.007515,0.007807,1.28e-04,139.0
489,0.007937,0.008666,1.28e-04,138.8
490,0.007943,0.009466,1.27e-04,138.8
491,0.007692,0.007655,1.27e-04,138.8
492,0.007460,0.007478,1.27e-04,138.8
493,0.007995,0.007394,1.27e-04,139.0
494,0.006943,0.009757,1.27e-04,138.7
495,0.007807,0.008002,1.27e-04,139.0
496,0.007274,0.008076,1.27e-04,139.0
497,0.008051,0.008876,1.26e-04,139.2
498,0.008112,0.009580,1.26e-04,139.5
499,0.007883,0.008866,1.26e-04,138.8
500,0.007423,0.008482,1.26e-04,138.9
501,0.008413,0.007791,1.26e-04,138.9
502,0.006994,0.007140,1.26e-04,138.9
503,0.007822,0.010152,1.25e-04,138.9
504,0.007698,0.007118,1.25e-04,138.8
505,0.007699,0.007414,1.25e-04,139.0
506,0.007915,0.009682,1.25e-04,138.9
507,0.007664,0.008915,1.25e-04,138.9
508,0.007329,0.009357,1.25e-04,138.9
509,0.007730,0.007900,1.25e-04,138.9
510,0.007868,0.007670,1.24e-04,138.9
511,0.008137,0.007177,1.24e-04,138.9
512,0.007267,0.008994,1.24e-04,139.0
513,0.007496,0.008473,1.24e-04,139.0
514,0.008136,0.007818,1.24e-04,139.9
515,0.007891,0.008595,1.24e-04,139.1
516,0.007861,0.008601,1.24e-04,139.7
517,0.007204,0.007982,1.23e-04,139.4
518,0.007735,0.008135,1.23e-04,139.3
519,0.008459,0.009236,1.23e-04,139.2
520,0.007191,0.008542,1.23e-04,139.3
521,0.007777,0.007620,1.23e-04,139.3
522,0.007196,0.008385,1.23e-04,139.2
523,0.007351,0.008348,1.22e-04,139.1
524,0.007605,0.009325,1.22e-04,139.1
525,0.007561,0.008225,1.22e-04,139.1
526,0.007442,0.007481,1.22e-04,139.1
527,0.008039,0.008073,1.22e-04,139.1
528,0.007275,0.008350,1.22e-04,139.1
529,0.007910,0.006900,1.22e-04,139.1
530,0.007319,0.008391,1.21e-04,139.2
531,0.007543,0.007252,1.21e-04,139.3
532,0.007330,0.007058,1.21e-04,139.7
533,0.007085,0.008355,1.21e-04,140.1
534,0.007498,0.008326,1.21e-04,139.2
535,0.007386,0.009405,1.21e-04,139.3
536,0.007224,0.008400,1.20e-04,139.3
537,0.007661,0.008553,1.20e-04,139.7
538,0.007748,0.008843,1.20e-04,139.3
539,0.007182,0.007504,1.20e-04,139.4
540,0.006852,0.007427,1.20e-04,139.2
541,0.006933,0.009164,1.20e-04,139.3
542,0.008265,0.009352,1.19e-04,139.2
543,0.007497,0.007709,1.19e-04,139.3
544,0.007252,0.008146,1.19e-04,139.2
545,0.007744,0.008257,1.19e-04,139.2
546,0.007877,0.008479,1.19e-04,140.0
547,0.007336,0.007784,1.19e-04,139.2
548,0.007365,0.008160,1.19e-04,139.2
549,0.006872,0.007719,1.18e-04,139.1
550,0.006979,0.007640,1.18e-04,139.2
551,0.008726,0.008482,1.18e-04,139.3
552,0.007227,0.008804,1.18e-04,139.3
553,0.007470,0.008430,1.18e-04,139.3
554,0.007344,0.007748,1.18e-04,139.2
555,0.007534,0.008460,1.17e-04,139.6
556,0.006869,0.007345,1.17e-04,139.8
557,0.007798,0.007947,1.17e-04,139.2
558,0.007442,0.007453,1.17e-04,139.2
559,0.007647,0.008657,1.17e-04,139.2
560,0.007107,0.008784,1.17e-04,139.2
561,0.007504,0.009178,1.16e-04,139.1
562,0.006788,0.007038,1.16e-04,139.3
563,0.007830,0.009328,1.16e-04,139.2
564,0.007484,0.008152,1.16e-04,139.2
565,0.007508,0.008779,1.16e-04,139.1
566,0.007303,0.007411,1.16e-04,139.2
567,0.006808,0.007822,1.16e-04,139.1
568,0.007599,0.007648,1.15e-04,139.2
569,0.007358,0.007428,1.15e-04,139.3
570,0.006971,0.008075,1.15e-04,139.1
571,0.007013,0.006638,1.15e-04,139.3
572,0.007295,0.009185,1.15e-04,139.4
573,0.007092,0.006777,1.15e-04,139.4
574,0.007578,0.007706,1.14e-04,139.3
575,0.007887,0.006749,1.14e-04,139.2
576,0.006694,0.007603,1.14e-04,139.2
577,0.007081,0.007527,1.14e-04,139.6
578,0.007095,0.008321,1.14e-04,139.4
579,0.006702,0.007630,1.14e-04,139.2
580,0.008121,0.007063,1.13e-04,139.2
581,0.007704,0.007679,1.13e-04,139.3
582,0.007315,0.007977,1.13e-04,139.3
583,0.007069,0.007756,1.13e-04,139.3
584,0.006733,0.007431,1.13e-04,139.4
585,0.007048,0.007602,1.13e-04,139.2
586,0.007433,0.008866,1.12e-04,139.2
587,0.007607,0.009246,1.12e-04,139.2
588,0.007004,0.007383,1.12e-04,139.3
589,0.007078,0.008759,1.12e-04,139.2
590,0.007777,0.006797,1.12e-04,139.2
591,0.007856,0.008394,1.12e-04,139.3
592,0.006789,0.007545,1.11e-04,139.2
593,0.007083,0.006865,1.11e-04,139.2
594,0.006973,0.008082,1.11e-04,139.1
595,0.006818,0.007513,1.11e-04,139.2
596,0.007701,0.009429,1.11e-04,139.3
597,0.007007,0.008017,1.11e-04,139.8
598,0.006973,0.007258,1.10e-04,139.1
599,0.006969,0.008758,1.10e-04,139.2
600,0.006861,0.008900,1.10e-04,139.0
601,0.006965,0.007992,1.10e-04,138.8
602,0.007058,0.007648,1.10e-04,138.9
603,0.007062,0.007308,1.10e-04,138.9
604,0.007004,0.007416,1.09e-04,139.1
