epoch,train_loss,val_loss,lr,elapsed_s
605,0.007283,0.007325,1.09e-04,139.2
606,0.007430,0.007704,1.09e-04,139.2
607,0.007076,0.007818,1.09e-04,139.9
608,0.007273,0.007407,1.09e-04,139.2
609,0.007395,0.008278,1.09e-04,139.2
610,0.007031,0.007315,1.09e-04,139.3
611,0.006870,0.006667,1.08e-04,139.2
612,0.006882,0.007848,1.08e-04,139.2
613,0.007362,0.008138,1.08e-04,139.3
614,0.007099,0.007455,1.08e-04,139.2
615,0.007803,0.008632,1.08e-04,139.2
616,0.007007,0.007634,1.08e-04,139.3
617,0.006958,0.007184,1.07e-04,139.2
618,0.007635,0.008380,1.07e-04,139.3
619,0.007223,0.008943,1.07e-04,139.2
620,0.007305,0.007954,1.07e-04,139.3
621,0.006883,0.008550,1.07e-04,139.4
622,0.006791,0.007669,1.07e-04,139.3
623,0.006868,0.006747,1.06e-04,139.3
624,0.007148,0.007606,1.06e-04,139.3
625,0.006909,0.008009,1.06e-04,139.3
626,0.006659,0.008743,1.06e-04,139.3
627,0.007289,0.007222,1.06e-04,139.2
628,0.007156,0.008229,1.06e-04,139.2
629,0.007007,0.007460,1.05e-04,139.4
630,0.006762,0.007805,1.05e-04,140.3
631,0.007527,0.007795,1.05e-04,139.1
632,0.006780,0.007255,1.05e-04,139.2
633,0.007073,0.007491,1.05e-04,139.3
634,0.006828,0.008292,1.04e-04,139.5
635,0.007093,0.007628,1.04e-04,139.4
636,0.007238,0.007655,1.04e-04,139.2
637,0.006877,0.007013,1.04e-04,139.3
638,0.006972,0.007698,1.04e-04,139.2
639,0.007245,0.008822,1.04e-04,139.3
640,0.006669,0.007962,1.03e-04,139.2
641,0.006948,0.006577,1.03e-04,140.3
642,0.007190,0.006269,1.03e-04,139.4
643,0.006824,0.007365,1.03e-04,139.7
644,0.007436,0.008189,1.03e-04,139.2
645,0.006742,0.007515,1.03e-04,139.2
646,0.006918,0.007986,1.02e-04,139.1
647,0.006730,0.009080,1.02e-04,139.1
648,0.006411,0.007000,1.02e-04,139.2
649,0.006901,0.006809,1.02e-04,139.1
650,0.007453,0.007849,1.02e-04,139.1
651,0.006560,0.007965,1.02e-04,139.1
652,0.006738,0.007213,1.01e-04,139.1
653,0.006813,0.007145,1.01e-04,139.0
654,0.006791,0.007491,1.01e-04,138.9
655,0.007291,0.007345,1.01e-04,139.1
656,0.007143,0.007864,1.01e-04,139.1
657,0.006200,0.007555,1.01e-04,140.3
658,0.007281,0.006967,1.00e-04,139.4
659,0.006679,0.006894,1.00e-04,139.2
660,0.007618,0.007744,1.00e-04,139.2
661,0.007266,0.007649,9.99e-05,139.2
662,0.007206,0.009190,9.98e-05,139.1
663,0.006539,0.008882,9.96e-05,139.1
664,0.006460,0.006488,9.94e-05,139.1
665,0.006905,0.009611,9.93e-05,139.2
666,0.007171,0.008711,9.91e-05,139.1
667,0.007025,0.008222,9.89e-05,139.3
668,0.006641,0.007788,9.87e-05,139.4
669,0.006938,0.006660,9.86e-05,139.3
670,0.006857,0.006599,9.84e-05,139.8
671,0.006973,0.007197,9.82e-05,139.1
672,0.006898,0.007187,9.81e-05,139.1
673,0.007001,0.007160,9.79e-05,139.1
674,0.006847,0.007516,9.77e-05,139.2
675,0.006521,0.007269,9.75e-05,139.2
676,0.006601,0.008286,9.74e-05,139.2
677,0.006687,0.007183,9.72e-05,139.1
678,0.006383,0.007664,9.70e-05,139.1
679,0.006468,0.007829,9.69e-05,139.1
680,0.006920,0.007245,9.67e-05,139.1
681,0.006786,0.006940,9.65e-05,139.1
682,0.006797,0.007742,9.63e-05,139.1
683,0.006408,0.006828,9.62e-05,139.1
684,0.006690,0.007028,9.60e-05,139.3
685,0.006706,0.007098,9.58e-05,139.3
686,0.006892,0.008062,9.57e-05,139.1
687,0.007260,0.007500,9.55e-05,139.2
688,0.006857,0.006894,9.53e-05,139.2
689,0.006740,0.006801,9.51e-05,139.1
690,0.006774,0.007924,9.50e-05,139.1
691,0.006608,0.007732,9.48e-05,138.9
692,0.007088,0.006883,9.46e-05,139.7
693,0.006595,0.006600,9.45e-05,139.5
694,0.006301,0.006616,9.43e-05,139.7
695,0.006525,0.006248,9.41e-05,139.7
696,0.006779,0.008325,9.39e-05,139.8
697,0.006932,0.007642,9.38e-05,139.1
698,0.006192,0.006738,9.36e-05,139.2
699,0.006589,0.007168,9.34e-05,139.1
700,0.006231,0.007826,9.33e-05,139.2
701,0.006822,0.008450,9.31e-05,139.2
702,0.006901,0.007739,9.29e-05,138.9
703,0.007198,0.007103,9.27e-05,139.3
704,0.006701,0.006117,9.26e-05,139.5
705,0.006724,0.007858,9.24e-05,139.0
706,0.006728,0.007083,9.22e-05,139.3
707,0.006617,0.006945,9.21e-05,139.1
708,0.007295,0.008558,9.19e-05,139.2
709,0.006718,0.005901,9.17e-05,139.2
710,0.006784,0.008259,9.15e-05,138.9
711,0.006450,0.006844,9.14e-05,139.2
712,0.006402,0.007266,9.12e-05,139.1
713,0.007088,0.007070,9.10e-05,139.2
714,0.006670,0.006763,9.08e-05,139.3
715,0.006795,0.007004,9.07e-05,139.6
716,0.006069,0.006323,9.05e-05,139.2
717,0.006864,0.006800,9.03e-05,139.2
718,0.006988,0.008111,9.02e-05,139.2
719,0.006359,0.008583,9.00e-05,139.1
720,0.006354,0.007310,8.98e-05,139.1
721,0.006586,0.006643,8.96e-05,139.2
722,0.006487,0.008304,8.95e-05,139.1
723,0.006406,0.006469,8.93e-05,139.1
724,0.006698,0.006501,8.91e-05,139.2
725,0.006384,0.006547,8.89e-05,139.3
726,0.006565,0.007491,8.88e-05,139.3
727,0.007302,0.008059,8.86e-05,139.3
728,0.006262,0.008219,8.84e-05,139.4
729,0.006558,0.007625,8.83e-05,139.3
730,0.006882,0.007016,8.81e-05,139.3
731,0.006577,0.006935,8.79e-05,139.2
732,0.006488,0.007656,8.77e-05,139.2
733,0.006393,0.007718,8.76e-05,139.2
734,0.006645,0.005632,8.74e-05,139.2
735,0.006210,0.007760,8.72e-05,139.2
736,0.006538,0.007677,8.70e-05,139.2
737,0.006167,0.007669,8.69e-05,139.1
738,0.006342,0.008055,8.67e-05,139.2
739,0.006207,0.006020,8.65e-05,139.2
740,0.006442,0.007023,8.64e-05,139.1
741,0.006212,0.006919,8.62e-05,139.1
742,0.006489,0.007057,8.60e-05,139.0
743,0.006070,0.007388,8.58e-05,139.1
744,0.007099,0.006991,8.57e-05,139.9
745,0.006441,0.007180,8.55e-05,139.5
746,0.006119,0.007687,8.53e-05,139.4
747,0.006359,0.007399,8.51e-05,139.2
748,0.006375,0.006913,8.50e-05,139.2
749,0.005965,0.007390,8.48e-05,139.1
750,0.006241,0.008089,8.46e-05,139.1
751,0.006324,0.007806,8.44e-05,139.2
752,0.005896,0.008881,8.43e-05,139.1
753,0.006629,0.006423,8.41e-05,139.1
754,0.006220,0.007803,8.39e-05,139.2
755,0.006387,0.007753,8.38e-05,139.1
756,0.006534,0.006933,8.36e-05,139.3
757,0.007020,0.007187,8.34e-05,139.2
758,0.006032,0.006187,8.32e-05,139.1
759,0.006451,0.006920,8.31e-05,139.1
760,0.006522,0.007238,8.29e-05,139.2
761,0.006066,0.006844,8.27e-05,139.2
762,0.006354,0.007675,8.25e-05,139.2
763,0.005995,0.006938,8.24e-05,139.2
764,0.006873,0.006113,8.22e-05,139.2
765,0.006259,0.007355,8.20e-05,139.2
766,0.006680,0.006976,8.19e-05,139.2
767,0.006842,0.006234,8.17e-05,139.2
768,0.006082,0.007120,8.15e-05,139.1
769,0.006072,0.006488,8.13e-05,139.6
770,0.006330,0.006321,8.12e-05,139.1
771,0.006218,0.007575,8.10e-05,139.1
772,0.006322,0.007604,8.08e-05,139.2
773,0.006869,0.006877,8.06e-05,139.1
774,0.006106,0.006443,8.05e-05,139.2
775,0.006826,0.007125,8.03e-05,139.2
776,0.006152,0.007016,8.01e-05,139.2
777,0.006804,0.006240,8.00e-05,139.3
778,0.006119,0.008401,7.98e-05,140.2
779,0.006830,0.006599,7.96e-05,140.1
780,0.006419,0.007059,7.94e-05,139.5
781,0.006431,0.006750,7.93e-05,139.2
782,0.006680,0.007980,7.91e-05,139.1
783,0.006363,0.007041,7.89e-05,139.1
784,0.006091,0.007369,7.87e-05,140.0
785,0.006553,0.007322,7.86e-05,139.6
786,0.006536,0.008250,7.84e-05,139.2
787,0.005983,0.006554,7.82e-05,139.2
788,0.005913,0.005869,7.81e-05,139.2
789,0.006268,0.007035,7.79e-05,139.9
790,0.006488,0.007775,7.77e-05,139.8
791,0.006308,0.007293,7.75e-05,139.4
792,0.005933,0.008195,7.74e-05,139.3
793,0.006332,0.008367,7.72e-05,139.2
794,0.006315,0.007394,7.70e-05,139.1
795,0.005941,0.007708,7.68e-05,139.2
796,0.006327,0.007335,7.67e-05,139.3
797,0.006600,0.007633,7.65e-05,139.3
798,0.005922,0.006748,7.63e-05,139.1
799,0.006163,0.007211,7.62e-05,139.2
800,0.006396,0.006476,7.60e-05,139.3
801,0.006051,0.007867,7.58e-05,139.1
802,0.006159,0.007112,7.56e-05,139.2
803,0.006278,0.007827,7.55e-05,139.2
804,0.006150,0.006732,7.53e-05,139.3
805,0.006179,0.008216,7.51e-05,139.6
806,0.006185,0.007206,7.50e-05,139.7
807,0.006209,0.007598,7.48e-05,140.2
808,0.006558,0.007312,7.46e-05,139.8
809,0.006390,0.006125,7.44e-05,139.2
810,0.006027,0.006605,7.43e-05,139.0
811,0.006102,0.006586,7.41e-05,139.2
812,0.006191,0.008084,7.39e-05,139.2
813,0.006234,0.007844,7.38e-05,139.1
814,0.006574,0.008002,7.36e-05,139.1
815,0.006116,0.006467,7.34e-05,139.2
816,0.005592,0.008174,7.32e-05,139.2
817,0.006102,0.006563,7.31e-05,139.2
818,0.006303,0.007831,7.29e-05,140.2
819,0.005988,0.006793,7.27e-05,139.4
820,0.006017,0.007220,7.26e-05,139.2
821,0.006353,0.007482,7.24e-05,139.2
822,0.005718,0.008060,7.22e-05,139.2
823,0.006136,0.006745,7.20e-05,139.2
824,0.006063,0.007140,7.19e-05,139.3
825,0.005899,0.006472,7.17e-05,139.1
826,0.006021,0.007333,7.15e-05,139.3
827,0.005932,0.006318,7.14e-05,139.4
828,0.005968,0.006556,7.12e-05,138.9
829,0.006237,0.006455,7.10e-05,139.0
830,0.006021,0.007123,7.08e-05,139.2
831,0.005977,0.007028,7.07e-05,139.2
832,0.005952,0.006150,7.05e-05,139.6
833,0.006026,0.008064,7.03e-05,140.1
834,0.006195,0.007839,7.02e-05,139.1
835,0.006034,0.006857,7.00e-05,139.3
836,0.005677,0.006687,6.98e-05,139.2
837,0.006054,0.007104,6.97e-05,139.2
838,0.005896,0.006780,6.95e-05,139.2
839,0.005870,0.007779,6.93e-05,139.2
840,0.005824,0.008285,6.91e-05,139.2
841,0.006379,0.006875,6.90e-05,139.2
842,0.005743,0.007466,6.88e-05,139.2
843,0.006339,0.006952,6.86e-05,139.2
844,0.005769,0.007535,6.85e-05,139.1
845,0.005954,0.007818,6.83e-05,139.4
846,0.005823,0.006835,6.81e-05,139.5
847,0.005828,0.006270,6.80e-05,139.4
848,0.006145,0.006792,6.78e-05,139.2
849,0.006010,0.006990,6.76e-05,139.2
850,0.006791,0.007156,6.74e-05,139.2
851,0.006050,0.007193,6.73e-05,139.2
852,0.005852,0.007154,6.71e-05,139.1
853,0.005773,0.007250,6.69e-05,139.3
854,0.006017,0.007399,6.68e-05,139.2
855,0.006210,0.007664,6.66e-05,139.2
856,0.005791,0.006834,6.64e-05,139.2
857,0.005647,0.006180,6.63e-05,139.3
858,0.005547,0.005829,6.61e-05,139.7
859,0.006076,0.007938,6.59e-05,140.0
860,0.005759,0.007154,6.58e-05,139.3
861,0.005653,0.007377,6.56e-05,139.4
862,0.006267,0.007137,6.54e-05,139.8
863,0.005837,0.006290,6.53e-05,139.3
864,0.006143,0.007617,6.51e-05,139.3
865,0.005894,0.007315,6.49e-05,139.3
866,0.005851,0.006769,6.47e-05,139.2
867,0.006262,0.006374,6.46e-05,139.2
868,0.006116,0.006494,6.44e-05,139.3
869,0.006168,0.007488,6.42e-05,139.3
870,0.005872,0.006041,6.41e-05,139.3
871,0.006147,0.007580,6.39e-05,139.3
872,0.006190,0.006143,6.37e-05,139.3
873,0.005808,0.006165,6.36e-05,139.2
874,0.005743,0.006688,6.34e-05,139.2
875,0.005816,0.005836,6.32e-05,139.2
876,0.005692,0.006835,6.31e-05,139.2
877,0.005970,0.006952,6.29e-05,139.2
878,0.005647,0.006090,6.27e-05,139.2
879,0.006009,0.007870,6.26e-05,139.2
880,0.005808,0.006415,6.24e-05,139.2
881,0.005755,0.006486,6.22e-05,139.2
882,0.005834,0.006179,6.21e-05,139.6
883,0.005763,0.006219,6.19e-05,139.4
884,0.006089,0.006746,6.17e-05,139.2
885,0.005758,0.007620,6.16e-05,139.2
886,0.006096,0.006867,6.14e-05,139.2
887,0.005725,0.007334,6.12e-05,139.1
888,0.005662,0.007554,6.11e-05,139.1
889,0.005770,0.006918,6.09e-05,139.3
890,0.005935,0.007419,6.07e-05,139.2
891,0.006199,0.008510,6.06e-05,139.3
892,0.006409,0.006897,6.04e-05,139.2
893,0.005700,0.006420,6.02e-05,139.2
894,0.005872,0.007481,6.01e-05,139.2
895,0.005596,0.006488,5.99e-05,139.1
896,0.005956,0.007356,5.97e-05,139.2
897,0.005294,0.007102,5.96e-05,139.3
898,0.006065,0.006571,5.94e-05,139.2
899,0.005987,0.008065,5.93e-05,139.3
900,0.005776,0.007592,5.91e-05,139.8
901,0.005713,0.006772,5.89e-05,140.2
902,0.006053,0.006999,5.88e-05,139.5
903,0.005798,0.006454,5.86e-05,139.5
904,0.005398,0.005995,5.84e-05,139.6
905,0.005836,0.006699,5.83e-05,139.2
906,0.005987,0.006384,5.81e-05,139.1
907,0.005759,0.005798,5.79e-05,139.2
908,0.006107,0.006826,5.78e-05,139.2
909,0.006157,0.007134,5.76e-05,139.1
910,0.005782,0.006520,5.75e-05,139.2
911,0.005806,0.006156,5.73e-05,139.2
912,0.006068,0.007682,5.71e-05,139.2
913,0.005579,0.007071,5.70e-05,139.2
914,0.005858,0.006860,5.68e-05,139.2
915,0.006118,0.008030,5.66e-05,139.1
916,0.005519,0.006741,5.65e-05,139.9
917,0.005645,0.006917,5.63e-05,139.3
918,0.005657,0.006462,5.61e-05,139.7
919,0.005842,0.006786,5.60e-05,140.0
920,0.005477,0.007850,5.58e-05,139.3
921,0.005850,0.006792,5.57e-05,139.3
922,0.006014,0.006208,5.55e-05,139.4
923,0.005923,0.006796,5.53e-05,139.1
924,0.005586,0.006106,5.52e-05,139.1
925,0.005782,0.007129,5.50e-05,139.1
926,0.005954,0.006731,5.49e-05,139.2
927,0.005957,0.006851,5.47e-05,139.3
928,0.005770,0.006362,5.45e-05,140.4
929,0.005419,0.006729,5.44e-05,140.0
930,0.005870,0.007496,5.42e-05,139.2
931,0.005933,0.007355,5.40e-05,139.1
932,0.005628,0.005899,5.39e-05,139.2
933,0.005664,0.006600,5.37e-05,139.9
934,0.005741,0.006614,5.36e-05,140.0
935,0.005850,0.007329,5.34e-05,139.2
936,0.005749,0.007041,5.32e-05,140.2
937,0.006101,0.005958,5.31e-05,139.4
938,0.005774,0.006181,5.29e-05,139.2
939,0.005665,0.006419,5.28e-05,139.3
940,0.006067,0.008656,5.26e-05,139.3
941,0.005523,0.006335,5.24e-05,139.2
942,0.006008,0.007262,5.23e-05,139.1
943,0.005849,0.006555,5.21e-05,139.2
944,0.005951,0.005777,5.20e-05,139.3
945,0.005682,0.005979,5.18e-05,139.3
946,0.005849,0.006306,5.17e-05,139.2
947,0.005620,0.006261,5.15e-05,139.3
948,0.005591,0.006233,5.13e-05,139.3
949,0.005542,0.006939,5.12e-05,140.1
950,0.005805,0.008527,5.10e-05,140.2
951,0.005514,0.007582,5.09e-05,139.2
952,0.005694,0.006451,5.07e-05,139.2
953,0.005761,0.008802,5.05e-05,139.2
954,0.005444,0.006489,5.04e-05,139.4
955,0.005401,0.007404,5.02e-05,139.8
956,0.005347,0.008020,5.01e-05,139.0
957,0.005986,0.007516,4.99e-05,139.3
958,0.005579,0.005576,4.98e-05,139.3
959,0.005360,0.007595,4.96e-05,139.1
960,0.005681,0.007328,4.94e-05,138.8
961,0.005252,0.005995,4.93e-05,139.2
962,0.005484,0.008132,4.91e-05,139.2
963,0.005135,0.006172,4.90e-05,139.3
964,0.005712,0.007249,4.88e-05,139.2
965,0.005434,0.007184,4.87e-05,139.2
966,0.005509,0.006137,4.85e-05,139.1
967,0.005430,0.006257,4.84e-05,139.2
968,0.005844,0.006001,4.82e-05,139.3
969,0.006100,0.006961,4.80e-05,139.3
970,0.005458,0.006236,4.79e-05,139.2
971,0.005451,0.005855,4.77e-05,139.1
972,0.005742,0.005890,4.76e-05,139.2
973,0.005742,0.008040,4.74e-05,139.2
974,0.005624,0.006173,4.73e-05,139.2
975,0.005676,0.006810,4.71e-05,139.3
976,0.005496,0.007188,4.70e-05,139.2
977,0.005449,0.006387,4.68e-05,139.2
978,0.005795,0.006991,4.67e-05,139.9
979,0.005725,0.007435,4.65e-05,139.3
980,0.005749,0.006334,4.63e-05,139.5
981,0.005695,0.007205,4.62e-05,139.4
982,0.005412,0.007033,4.60e-05,139.3
983,0.005438,0.006779,4.59e-05,139.2
984,0.005473,0.006015,4.57e-05,139.2
985,0.005882,0.006509,4.56e-05,139.3
986,0.005481,0.006799,4.54e-05,139.3
987,0.005864,0.006291,4.53e-05,139.2
988,0.005723,0.006275,4.51e-05,139.2
989,0.005583,0.007971,4.50e-05,139.2
990,0.005452,0.007209,4.48e-05,139.6
991,0.005847,0.006779,4.47e-05,139.3
992,0.005815,0.007234,4.45e-05,139.2
993,0.005372,0.005786,4.44e-05,139.2
994,0.005845,0.006530,4.42e-05,139.3
995,0.005217,0.007637,4.41e-05,139.2
996,0.005356,0.006906,4.39e-05,139.3
997,0.005524,0.005873,4.38e-05,139.2
998,0.005527,0.005941,4.36e-05,139.3
999,0.005169,0.006241,4.35e-05,139.3
1000,0.005405,0.006346,4.33e-05,139.2
1001,0.005603,0.006190,4.32e-05,139.4
1002,0.005165,0.006309,4.30e-05,140.3
1003,0.005425,0.007647,4.29e-05,139.3
1004,0.005744,0.007553,4.27e-05,139.3
1005,0.005635,0.006900,4.26e-05,139.3
1006,0.005491,0.006122,4.24e-05,139.5
1007,0.005504,0.006156,4.23e-05,139.3
1008,0.005677,0.007434,4.21e-05,139.2
1009,0.005285,0.007021,4.20e-05,139.8
1010,0.005649,0.006235,4.18e-05,139.7
1011,0.005830,0.007129,4.17e-05,139.5
1012,0.005377,0.006182,4.15e-05,139.2
1013,0.005460,0.006476,4.14e-05,139.2
1014,0.005512,0.006403,4.12e-05,139.2
1015,0.005310,0.007245,4.11e-05,139.2
1016,0.005231,0.006164,4.09e-05,139.2
1017,0.005345,0.006054,4.08e-05,139.2
1018,0.005816,0.007385,4.06e-05,139.2
1019,0.005551,0.006218,4.05e-05,139.9
1020,0.005534,0.006374,4.04e-05,139.8
1021,0.005116,0.006569,4.02e-05,139.5
1022,0.005353,0.006495,4.01e-05,140.3
1023,0.005165,0.006233,3.99e-05,139.7
1024,0.005374,0.006201,3.98e-05,139.2
1025,0.005636,0.006782,3.96e-05,139.3
1026,0.005288,0.005670,3.95e-05,139.2
1027,0.005448,0.006242,3.93e-05,139.2
1028,0.005284,0.006255,3.92e-05,139.2
1029,0.005332,0.006390,3.90e-05,139.3
1030,0.005618,0.006767,3.89e-05,139.2
1031,0.005591,0.005704,3.88e-05,139.2
1032,0.005658,0.006482,3.86e-05,139.2
1033,0.005161,0.006290,3.85e-05,139.2
1034,0.005128,0.006557,3.83e-05,139.3
1035,0.005513,0.006267,3.82e-05,139.2
1036,0.005445,0.007289,3.80e-05,139.2
1037,0.005194,0.006719,3.79e-05,139.2
1038,0.005037,0.005443,3.78e-05,139.2
1039,0.005169,0.005434,3.76e-05,139.5
1040,0.005242,0.005985,3.75e-05,139.5
1041,0.004981,0.007139,3.73e-05,139.3
1042,0.005697,0.005274,3.72e-05,139.4
1043,0.005481,0.006652,3.70e-05,139.4
1044,0.005470,0.006882,3.69e-05,139.3
1045,0.005431,0.006673,3.68e-05,139.2
1046,0.005101,0.006368,3.66e-05,139.3
1047,0.005366,0.006746,3.65e-05,139.3
1048,0.005444,0.007123,3.63e-05,139.2
1049,0.005315,0.005977,3.62e-05,139.2
1050,0.005079,0.007064,3.61e-05,139.2
1051,0.005121,0.007127,3.59e-05,139.3
1052,0.005231,0.006646,3.58e-05,139.2
1053,0.005267,0.005690,3.56e-05,139.3
1054,0.005309,0.006697,3.55e-05,139.7
1055,0.005011,0.006749,3.54e-05,139.2
1056,0.005252,0.007047,3.52e-05,139.2
1057,0.005323,0.006868,3.51e-05,139.3
1058,0.005686,0.006849,3.49e-05,139.2
1059,0.005243,0.007427,3.48e-05,139.2
1060,0.005217,0.005595,3.47e-05,139.3
1061,0.005181,0.006934,3.45e-05,139.2
1062,0.004963,0.006871,3.44e-05,139.4
1063,0.005505,0.007259,3.43e-05,139.0
1064,0.005543,0.006456,3.41e-05,139.5
1065,0.005413,0.006984,3.40e-05,139.8
1066,0.004963,0.006058,3.38e-05,139.1
1067,0.005338,0.007075,3.37e-05,139.0
1068,0.005133,0.007706,3.36e-05,139.2
1069,0.005655,0.005828,3.34e-05,139.2
1070,0.005294,0.006667,3.33e-05,139.2
1071,0.005217,0.005975,3.32e-05,139.6
1072,0.005268,0.006830,3.30e-05,139.3
1073,0.005580,0.006580,3.29e-05,140.0
1074,0.005218,0.006847,3.28e-05,139.3
1075,0.005302,0.006105,3.26e-05,139.2
1076,0.005421,0.006549,3.25e-05,139.1
1077,0.005124,0.006458,3.24e-05,139.2
1078,0.005626,0.006486,3.22e-05,139.2
1079,0.005480,0.005875,3.21e-05,139.3
1080,0.005304,0.006484,3.20e-05,139.3
1081,0.005123,0.006893,3.18e-05,139.2
1082,0.005392,0.007080,3.17e-05,139.5
1083,0.005025,0.006152,3.16e-05,139.2
1084,0.005434,0.005932,3.14e-05,139.3
1085,0.005163,0.005814,3.13e-05,139.2
1086,0.005252,0.006124,3.12e-05,139.2
1087,0.004927,0.006318,3.10e-05,139.3
1088,0.005537,0.007041,3.09e-05,139.3
1089,0.005072,0.006440,3.08e-05,139.2
1090,0.004866,0.006784,3.06e-05,139.3
1091,0.005309,0.006740,3.05e-05,139.3
1092,0.005157,0.005882,3.04e-05,139.3
1093,0.005294,0.007089,3.02e-05,139.3
1094,0.005346,0.006682,3.01e-05,139.3
1095,0.004719,0.006313,3.00e-05,139.2
1096,0.004981,0.006746,2.99e-05,139.1
1097,0.005365,0.006099,2.97e-05,139.3
1098,0.004944,0.007403,2.96e-05,139.2
1099,0.005199,0.006508,2.95e-05,140.0
1100,0.005447,0.007213,2.93e-05,139.6
1101,0.005362,0.007528,2.92e-05,140.2
1102,0.005056,0.006264,2.91e-05,140.0
1103,0.005085,0.005972,2.90e-05,139.8
1104,0.005043,0.005130,2.88e-05,139.9
1105,0.005278,0.006532,2.87e-05,139.6
1106,0.004987,0.006953,2.86e-05,139.3
1107,0.005055,0.004823,2.84e-05,139.3
1108,0.005632,0.006379,2.83e-05,139.4
1109,0.005219,0.006934,2.82e-05,139.2
1110,0.005250,0.006914,2.81e-05,139.5
1111,0.005376,0.006820,2.79e-05,139.2
1112,0.005069,0.006573,2.78e-05,139.2
1113,0.005330,0.006728,2.77e-05,139.3
1114,0.004998,0.007127,2.76e-05,139.4
1115,0.004962,0.006982,2.74e-05,139.2
1116,0.005071,0.008430,2.73e-05,139.2
1117,0.004932,0.007268,2.72e-05,139.2
1118,0.005504,0.007224,2.71e-05,139.3
1119,0.005270,0.006622,2.69e-05,139.1
1120,0.005182,0.005221,2.68e-05,139.4
1121,0.005269,0.005823,2.67e-05,139.2
1122,0.005069,0.005676,2.66e-05,139.3
1123,0.005208,0.006147,2.64e-05,139.3
1124,0.004894,0.006127,2.63e-05,139.2
1125,0.005213,0.007522,2.62e-05,139.3
1126,0.005094,0.006817,2.61e-05,139.1
1127,0.005260,0.006754,2.60e-05,139.4
1128,0.005335,0.005669,2.58e-05,139.2
1129,0.004842,0.005966,2.57e-05,139.3
1130,0.005006,0.007515,2.56e-05,139.2
1131,0.005136,0.006433,2.55e-05,139.2
1132,0.005022,0.005512,2.53e-05,139.3
1133,0.005197,0.007015,2.52e-05,139.3
1134,0.005545,0.006200,2.51e-05,139.2
1135,0.004857,0.006414,2.50e-05,139.2
1136,0.005204,0.006294,2.49e-05,139.2
1137,0.004973,0.007450,2.47e-05,139.3
1138,0.004953,0.006011,2.46e-05,139.4
1139,0.005121,0.006087,2.45e-05,140.3
1140,0.004915,0.006386,2.44e-05,139.2
1141,0.005238,0.007036,2.43e-05,139.3
1142,0.005100,0.006445,2.42e-05,139.3
1143,0.004794,0.006086,2.40e-05,139.2
1144,0.004698,0.006276,2.39e-05,139.3
1145,0.004873,0.005844,2.38e-05,139.2
1146,0.005166,0.006982,2.37e-05,139.1
1147,0.005502,0.006206,2.36e-05,139.2
1148,0.005257,0.006528,2.35e-05,139.2
1149,0.004973,0.005954,2.33e-05,139.2
1150,0.005188,0.005754,2.32e-05,139.2
1151,0.005007,0.007004,2.31e-05,139.2
1152,0.005152,0.006267,2.30e-05,139.3
1153,0.005227,0.006411,2.29e-05,139.2
1154,0.005076,0.006094,2.28e-05,139.2
1155,0.005036,0.006719,2.26e-05,138.9
1156,0.004969,0.007133,2.25e-05,139.1
1157,0.005039,0.006148,2.24e-05,138.9
1158,0.005210,0.006806,2.23e-05,139.3
1159,0.004966,0.007225,2.22e-05,139.2
1160,0.005006,0.006823,2.21e-05,139.1
1161,0.005108,0.006293,2.20e-05,139.2
1162,0.004928,0.007889,2.19e-05,139.3
1163,0.004845,0.006824,2.17e-05,139.5
1164,0.005241,0.006642,2.16e-05,139.2
1165,0.005227,0.006346,2.15e-05,139.2
1166,0.005141,0.006973,2.14e-05,139.3
1167,0.004996,0.006564,2.13e-05,139.3
1168,0.005668,0.005809,2.12e-05,139.3
1169,0.005179,0.004940,2.11e-05,139.2
1170,0.004795,0.006438,2.10e-05,138.7
1171,0.005209,0.005228,2.09e-05,139.3
1172,0.004871,0.006302,2.07e-05,139.2
1173,0.005136,0.005525,2.06e-05,139.2
1174,0.005120,0.006455,2.05e-05,139.2
1175,0.004769,0.005997,2.04e-05,139.1
1176,0.005050,0.006199,2.03e-05,139.1
1177,0.004641,0.005584,2.02e-05,139.1
1178,0.005082,0.006308,2.01e-05,139.1
1179,0.005105,0.005811,2.00e-05,139.1
1180,0.004856,0.006225,1.99e-05,139.2
1181,0.005261,0.006004,1.98e-05,139.1
1182,0.004881,0.005941,1.97e-05,139.3
1183,0.004966,0.007383,1.96e-05,139.4
1184,0.004968,0.006490,1.94e-05,139.3
1185,0.005087,0.006973,1.93e-05,139.3
1186,0.004830,0.006067,1.92e-05,139.2
1187,0.004890,0.005539,1.91e-05,139.3
1188,0.005062,0.007117,1.90e-05,139.3
1189,0.004931,0.005562,1.89e-05,139.3
1190,0.005367,0.007362,1.88e-05,139.5
1191,0.004717,0.005950,1.87e-05,140.3
1192,0.005347,0.005956,1.86e-05,139.5
1193,0.004984,0.005520,1.85e-05,139.2
1194,0.005014,0.007333,1.84e-05,139.2
1195,0.004802,0.007156,1.83e-05,139.2
1196,0.004830,0.006496,1.82e-05,139.2
1197,0.004723,0.006156,1.81e-05,139.2
1198,0.005005,0.006403,1.80e-05,139.2
1199,0.005027,0.006484,1.79e-05,139.2
1200,0.004970,0.006143,1.78e-05,139.2
1201,0.004965,0.006017,1.77e-05,139.2
1202,0.004691,0.006231,1.76e-05,139.3
