seed,test_idx,Physics_Informed_rmse,Physics_Informed_mag_err,Physics_Informed_angle_err_deg,Physics_Informed_time,Linear_CurlDiv_rmse,Linear_CurlDiv_mag_err,Linear_CurlDiv_angle_err_deg,Linear_CurlDiv_time
0,0,0.1323244273662567,0.0954212173819542,55.62065505981445,1.0867846375331283,0.12897425889968872,0.06742571294307709,51.917022705078125,0.6625244244933128
7,7,0.20769469439983368,0.16865131258964539,59.566253662109375,0.64479676540941,0.1497374325990677,0.11600424349308014,18.396211624145508,0.6626021983101964
14,14,0.1064465343952179,0.06703419983386993,59.5979118347168,0.6445884052664042,0.1794271618127823,0.1059303730726242,71.98497009277344,0.6457440834492445
21,21,0.09685532003641129,0.06373672932386398,59.89396667480469,0.6647876063361764,0.08008359372615814,0.03994148597121239,38.18891906738281,0.656577211804688
28,28,0.12118171900510788,0.09037565439939499,25.01443099975586,0.6544084595516324,0.08866782486438751,0.040749676525592804,45.99228286743164,0.6706924689933658
35,35,0.032293763011693954,0.012658081017434597,63.0992317199707,0.6564735686406493,0.10319926589727402,0.06658947467803955,55.669124603271484,0.6524785850197077
42,42,0.07414734363555908,0.048967331647872925,33.664878845214844,0.6824004799127579,0.14123493432998657,0.07483666390180588,56.76146697998047,0.6771782282739878
49,49,0.06689963489770889,0.03308029845356941,68.1336898803711,0.6548118898645043,0.4299764633178711,0.270874947309494,89.6446533203125,0.671259525232017
56,56,0.14095567166805267,0.084105484187603,72.0100326538086,0.6461059916764498,0.12181036174297333,0.08133583515882492,34.4079475402832,0.6592173129320145
63,63,0.07617145031690598,0.033854156732559204,81.07098388671875,0.6790719237178564,0.12002930045127869,0.04546532779932022,85.8831787109375,0.6532018771395087
70,70,0.18129782378673553,0.1460237205028534,33.20045852661133,0.6477298270910978,0.14132998883724213,0.1049407348036766,46.368499755859375,0.6587787419557571
77,77,0.14391179382801056,0.09767065942287445,76.97831726074219,0.6331500392407179,0.20831246674060822,0.058041010051965714,120.73176574707031,0.646995167247951
84,84,0.11130718141794205,0.05729684606194496,68.78520202636719,0.6694726254791021,0.2120707631111145,0.15623773634433746,39.142330169677734,0.6453967513516545
91,91,0.17889803647994995,0.1328558772802353,55.28215026855469,0.6548854243010283,0.11570174247026443,0.05496988445520401,38.644229888916016,0.6772222276777029
98,98,0.16911596059799194,0.1378764510154724,42.09549331665039,0.6582603277638555,0.1848168820142746,0.10408871620893478,73.54744720458984,0.6561260968446732
105,105,0.03996698930859566,0.01228956039994955,83.99717712402344,0.6838771244511008,0.15467238426208496,0.1141863688826561,74.88790130615234,0.6698757028207183
112,112,0.11798921227455139,0.09631431102752686,32.91521072387695,0.6610088441520929,0.09218161553144455,0.029888316988945007,34.4718017578125,0.6644007973372936
119,119,0.04113185405731201,0.017293697223067284,64.0238037109375,0.6437179204076529,0.18610043823719025,0.13417713344097137,65.73886108398438,0.6466417536139488
126,126,0.05935214087367058,0.02405606582760811,74.16061401367188,0.6604165965691209,0.20041222870349884,0.14303256571292877,95.55431365966797,0.6471249237656593
133,133,0.19640426337718964,0.1544608473777771,79.27149200439453,0.6516856383532286,0.454306423664093,0.11243557184934616,112.27083587646484,0.6672721412032843
140,140,0.1611286848783493,0.11385674774646759,43.21538162231445,0.6411554822698236,0.1457950472831726,0.10139773786067963,47.82645034790039,0.6364588690921664
147,147,0.14812330901622772,0.10445570200681686,86.80540466308594,0.6706116460263729,0.20349718630313873,0.08232223242521286,68.27996826171875,0.6484181266278028
154,154,0.10256222635507584,0.05928405746817589,76.46464538574219,0.633467311039567,0.10738826543092728,0.05137534812092781,61.84300231933594,0.6438680794090033
161,161,0.08302036672830582,0.03739449381828308,83.2767333984375,0.652803604491055,0.16723568737506866,0.10261552780866623,58.37569046020508,0.6449611950665712
168,168,0.12790292501449585,0.09520389884710312,41.082088470458984,0.6655044974759221,0.098822683095932,0.05891844257712364,42.53418731689453,0.6509447293356061
175,175,0.16513198614120483,0.11462173610925674,64.6062240600586,0.6473931837826967,0.27765488624572754,0.08265644311904907,110.2586669921875,0.651387975551188
182,182,0.08286120742559433,0.06860724091529846,23.85875129699707,0.6776312598958611,0.19549360871315002,0.057766977697610855,76.355224609375,0.656412348151207
189,189,0.10132946074008942,0.06029573827981949,74.72589874267578,0.6730784866958857,0.19451557099819183,0.028800489380955696,112.49370574951172,0.662551898509264
196,196,0.07231392711400986,0.05466451495885849,33.43524169921875,0.6725160432979465,0.12404967099428177,0.039745185524225235,85.44286346435547,0.7033792231231928
203,203,0.2026681900024414,0.15838861465454102,38.1718635559082,0.6933279298245907,0.05699972063302994,0.032387472689151764,20.39202117919922,0.6781543288379908
210,210,0.1261439174413681,0.08595454692840576,56.05336380004883,0.6869893996044993,0.1718856543302536,0.062326718121767044,99.52610778808594,0.6572053236886859
217,217,0.07337205111980438,0.05349260941147804,39.48627471923828,0.6697422666475177,0.08221667259931564,0.04094721004366875,33.738128662109375,0.7165852040052414
224,224,0.06493204087018967,0.042118705809116364,51.42451095581055,0.6617736499756575,0.25425517559051514,0.13629458844661713,91.62615966796875,0.6683799140155315
231,231,0.16256703436374664,0.1324952244758606,21.031991958618164,0.6797866802662611,0.10807431489229202,0.06976138055324554,18.22840118408203,0.6630027052015066
238,238,0.13451197743415833,0.08977610617876053,46.277244567871094,0.6663370430469513,0.1455223709344864,0.0941382348537445,64.32167053222656,0.6888655107468367
245,245,0.14606380462646484,0.11102596670389175,58.168304443359375,0.6451417738571763,0.11332192271947861,0.06954959034919739,30.258525848388672,0.6426307344809175
252,252,0.12020307034254074,0.06378287822008133,104.09326171875,0.6611613426357508,0.21483270823955536,0.07558925449848175,79.82194519042969,0.6558686755597591
259,259,0.062868632376194,0.03281343728303909,50.940635681152344,0.6512054037302732,0.17740678787231445,0.11893355846405029,52.68042755126953,0.6738325282931328
266,266,0.1497867852449417,0.09990429133176804,74.9397201538086,0.6558990571647882,0.15171562135219574,0.04995594918727875,70.05327606201172,0.6584528824314475
273,273,0.2093958705663681,0.16598723828792572,33.175350189208984,0.6763783730566502,0.2557101547718048,0.1539858877658844,84.30397033691406,0.6650314666330814
280,280,0.06804507225751877,0.03997785970568657,62.60751724243164,0.6503575937822461,0.11137799918651581,0.06937187165021896,55.23329544067383,0.6777135767042637
287,287,0.09921818226575851,0.03962524235248566,81.64786529541016,0.64623271394521,0.14250889420509338,0.08259554952383041,53.61305236816406,0.6481097536161542
294,294,0.15674571692943573,0.10357111692428589,77.39682006835938,0.6713606081902981,0.10853380709886551,0.057047441601753235,52.813053131103516,0.6562799550592899
301,301,0.10846416652202606,0.0725066065788269,68.36837768554688,0.6526098102331161,0.19770318269729614,0.14786718785762787,38.42141342163086,0.6753048626706004
308,308,0.15044990181922913,0.10024532675743103,75.95968627929688,0.6524001471698284,0.18247896432876587,0.08433296531438828,93.68966674804688,0.6513858018442988
315,315,0.19479608535766602,0.14961564540863037,41.721744537353516,0.6691357102245092,0.20872734487056732,0.13338355720043182,54.388671875,0.6515768505632877
322,322,0.042262833565473557,0.02138165384531021,25.677352905273438,0.6507019102573395,0.17665977776050568,0.10045579075813293,87.16331481933594,0.6533557781949639
329,329,0.19669172167778015,0.16141678392887115,44.25686264038086,0.6611682130023837,0.33454567193984985,0.07524246722459793,113.46416473388672,0.6565305953845382
336,336,0.10825705528259277,0.04267195984721184,75.56404113769531,0.6635038834065199,0.2239678055047989,0.07208739966154099,107.9847412109375,0.6459232177585363
343,343,0.14107997715473175,0.08690424263477325,76.07024383544922,0.643851607106626,0.20432725548744202,0.050165433436632156,113.30049896240234,0.6546200625598431
